carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4592
0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53,2363
1.06,Ideal,G,VS2,62.2,56.0,6.51,6.54,4.06,6660
0.31,Very Good,E,SI1,63.0,57.0,4.29,4.32,2.71,544
0.9,Very Good,I,VS2,63.2,54.0,6.1,6.08,3.85,3382
2.02,Good,H,SI2,59.0,61.0,8.26,8.31,4.89,13144
0.9,Good,G,VS2,60.8,56.0,6.14,6.19,3.75,4210
1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,3850
0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
0.91,Fair,F,I1,67.0,62.0,5.97,5.89,3.98,1570
1.0,Good,F,SI1,64.0,57.0,6.33,6.29,4.04,4452
0.38,Ideal,E,VS1,61.6,56.0,4.65,4.7,2.88,924
1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,5178
0.7,Very Good,H,SI1,63.4,61.0,5.62,5.58,3.55,2176
0.72,Very Good,F,SI1,63.1,55.0,5.75,5.7,3.61,2333
0.54,Ideal,H,VS1,62.4,56.0,5.22,5.2,3.25,1637
0.41,Good,E,SI1,63.1,57.0,4.71,4.73,2.98,685
0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2065
1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
0.55,Ideal,J,VVS1,62.4,54.0,5.25,5.29,3.29,1238
0.24,Ideal,F,VVS1,61.8,59.0,4.0,4.03,2.48,526
0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,4138
1.13,Ideal,I,SI2,61.4,56.0,6.69,6.71,4.12,4481
0.4,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96,842
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,796
1.52,Very Good,D,SI2,63.2,58.0,7.31,7.25,4.6,9030
0.7,Premium,F,VVS2,62.5,59.0,5.68,5.61,3.53,3018
1.25,Premium,G,SI2,60.4,59.0,6.98,6.96,4.21,6300
1.6,Premium,H,VS2,62.6,58.0,7.5,7.45,4.68,11508
0.7,Ideal,G,VS1,61.1,56.0,5.72,5.74,3.5,3017
0.34,Ideal,E,VVS1,62.0,56.0,4.48,4.52,2.79,1014
0.53,Ideal,G,VVS1,62.1,56.0,5.19,5.21,3.23,1958
0.7,Very Good,H,SI1,62.2,56.0,5.64,5.67,3.52,2107
1.0,Ideal,F,SI1,62.4,55.0,6.45,6.37,4.0,4939
1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07,4702
1.13,Ideal,E,SI2,62.4,56.0,6.66,6.63,4.15,4303
0.7,Ideal,I,SI1,62.5,55.0,5.68,5.71,3.56,2110
0.33,Ideal,D,VS1,61.0,56.0,4.49,4.52,2.75,978
0.53,Ideal,F,VVS2,62.2,54.0,5.22,5.19,3.24,2290
0.3,Premium,E,VS2,61.7,58.0,4.34,4.32,2.67,844
1.06,Very Good,G,VS1,61.7,57.0,6.52,6.56,4.04,7132
1.54,Ideal,G,VVS1,61.4,56.0,7.42,7.47,4.57,18294
0.71,Ideal,D,VS1,62.1,57.0,5.7,5.73,3.55,3801
0.33,Ideal,H,VS1,61.4,57.0,4.44,4.49,2.74,579
2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,17164
0.41,Premium,F,VS2,61.3,58.0,4.79,4.84,2.95,863
0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,1845
1.19,Ideal,H,VS1,62.1,54.0,6.8,6.83,4.23,7181
0.58,Ideal,E,VS2,60.9,59.0,5.36,5.44,3.29,1698
1.07,Very Good,G,SI2,58.5,61.0,6.59,6.71,3.89,4201
0.3,Ideal,E,VS2,61.5,56.0,4.29,4.33,2.65,658
0.32,Premium,G,VS2,62.0,58.0,4.38,4.33,2.7,720
1.55,Fair,F,SI1,59.7,66.0,7.59,7.47,4.49,10217
0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,3774
0.43,Very Good,G,VVS1,62.3,59.0,4.77,4.83,2.99,1207
1.34,Very Good,J,VS1,63.0,57.0,6.9,7.01,4.38,6237
0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,1063
0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,1087
0.75,Fair,F,SI2,65.1,57.0,5.7,5.66,3.7,2102
1.22,Ideal,I,SI1,61.9,56.0,6.87,6.83,4.24,5261
0.71,Ideal,G,SI1,61.6,57.0,5.72,5.76,3.53,2738
0.9,Ideal,H,VS2,62.4,56.0,6.15,6.18,3.85,4044
0.41,Ideal,H,IF,61.8,55.0,4.76,4.79,2.95,1187
0.64,Fair,I,VS2,55.3,69.0,5.85,5.69,3.19,1411
0.99,Fair,J,I1,62.9,58.0,6.33,6.1,3.91,1901
0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,568
1.89,Ideal,H,VS1,61.6,56.0,7.92,7.95,4.89,17553
1.21,Premium,G,VVS2,59.6,60.0,6.91,6.89,4.11,9541
0.51,Ideal,D,VS2,61.9,55.0,5.11,5.13,3.17,1787
0.78,Very Good,G,VS1,61.5,55.0,5.92,5.97,3.66,3472
1.07,Ideal,H,SI1,60.9,57.0,6.68,6.61,4.05,5123
1.11,Very Good,D,SI1,61.6,57.0,6.66,6.59,4.08,5915
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,453
2.2,Ideal,I,SI1,61.7,55.0,8.37,8.41,5.18,17895
0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58,2977
1.52,Ideal,J,SI2,62.7,56.0,7.28,7.2,4.54,6089
0.41,Ideal,E,VVS2,62.3,56.0,4.75,4.78,2.97,1187
0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1400
0.41,Premium,F,SI2,59.0,58.0,4.87,4.89,2.88,604
2.05,Ideal,G,SI2,61.6,56.0,8.11,8.16,5.01,18017
1.04,Premium,G,VS2,60.0,58.0,6.62,6.54,3.95,6122
0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242
0.57,Ideal,D,SI2,62.3,53.0,5.32,5.34,3.32,1333
0.31,Ideal,G,VVS1,62.0,56.0,4.38,4.4,2.72,789
0.3,Premium,F,SI1,62.1,61.0,4.29,4.25,2.65,641
0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
0.61,Ideal,D,VVS1,62.1,56.0,5.46,5.43,3.38,4279
1.7,Premium,I,SI2,59.4,59.0,7.83,7.75,4.63,7250
0.34,Very Good,F,SI2,60.6,58.0,4.55,4.57,2.76,478
1.7,Ideal,E,SI2,59.6,59.0,7.73,7.83,4.64,11924
0.73,Very Good,F,VVS2,61.9,59.0,5.72,5.84,3.58,3442
0.4,Ideal,F,VVS1,61.8,58.0,4.72,4.76,2.93,1168
0.73,Ideal,D,VS2,62.7,53.0,5.76,5.79,3.62,3412
0.31,Ideal,G,VS2,61.4,57.0,4.33,4.37,2.67,544
1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27,6289
0.4,Very Good,E,SI2,58.7,57.0,4.88,4.94,2.88,611
0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,936
0.79,Ideal,E,SI1,62.1,54.0,5.96,5.92,3.69,3053
2.05,Very Good,H,SI2,63.1,58.0,8.05,8.0,5.07,12401
2.0,Fair,I,SI2,67.7,57.0,7.88,7.64,5.26,10483
1.23,Premium,D,SI1,62.5,58.0,6.85,6.79,4.27,7715
0.33,Very Good,D,SI1,62.8,55.0,4.41,4.45,2.78,608
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,461
0.56,Ideal,D,VS2,61.4,55.0,5.35,5.33,3.28,2066
0.53,Very Good,F,VS2,61.9,58.0,5.17,5.2,3.21,1631
0.59,Good,F,VS2,64.9,57.0,5.2,5.25,3.39,1643
1.16,Ideal,G,SI2,61.9,56.0,6.73,6.77,4.18,4880
0.3,Very Good,G,IF,62.9,58.0,4.21,4.25,2.66,895
0.7,Ideal,I,SI1,62.1,58.0,5.68,5.72,3.54,2083
0.3,Ideal,I,VVS1,61.3,57.0,4.34,4.31,2.65,709
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4197
1.0,Premium,I,SI2,61.6,59.0,6.41,6.34,3.93,3780
0.3,Very Good,F,SI2,63.5,57.0,4.25,4.22,2.69,506
0.3,Ideal,H,VS2,62.1,57.0,4.27,4.3,2.66,491
0.3,Premium,H,VVS2,60.6,58.0,4.35,4.33,2.63,776
0.59,Ideal,E,VS2,61.5,56.0,5.38,5.42,3.32,1789
1.1,Ideal,G,SI2,62.1,58.0,6.61,6.63,4.11,5361
1.02,Very Good,H,SI2,62.6,60.0,6.3,6.38,3.97,4229
0.55,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,1792
1.15,Fair,G,VS1,64.6,57.0,6.6,6.5,4.23,6530
0.31,Ideal,I,IF,62.0,54.0,4.38,4.4,2.72,635
0.41,Ideal,I,VVS1,61.8,55.0,4.79,4.76,2.95,1107
2.18,Premium,H,SI2,59.1,60.0,8.49,8.45,5.01,17473
0.3,Ideal,H,IF,61.3,58.0,4.3,4.31,2.64,764
0.9,Ideal,F,I1,61.8,57.0,6.2,6.13,3.81,2634
1.16,Ideal,F,VVS2,60.5,57.0,6.8,6.86,4.13,11120
1.5,Ideal,E,SI1,61.9,57.0,7.37,7.31,4.54,9828
1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,7375
1.15,Ideal,E,SI1,62.7,56.0,6.73,6.7,4.21,5526
0.57,Ideal,H,VS2,60.2,59.0,5.35,5.38,3.23,1573
0.58,Good,G,VS2,58.4,59.0,5.4,5.46,3.17,1605
0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906
0.31,Ideal,H,VS2,62.6,57.0,4.38,4.34,2.73,628
0.95,Good,F,SI2,59.7,57.0,6.41,6.45,3.84,3750
0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
0.62,Ideal,D,SI1,62.2,55.0,5.51,5.45,3.41,2062
0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
0.71,Ideal,F,VS1,62.6,57.0,5.7,5.73,3.58,3199
0.51,Good,D,VS2,63.5,56.0,5.07,5.1,3.23,1668
0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
0.5,Ideal,E,VS2,60.0,57.0,5.15,5.12,3.08,1746
0.38,Ideal,H,VS1,60.6,57.0,4.73,4.7,2.85,1117
1.0,Good,H,VVS2,63.7,52.0,6.41,6.36,4.07,6194
0.26,Very Good,G,VS1,62.1,56.0,4.07,4.11,2.54,418
0.39,Good,I,VS2,62.3,61.0,4.6,4.61,2.87,648
0.27,Ideal,E,VS2,62.7,55.0,4.18,4.15,2.61,603
0.32,Ideal,G,VS2,60.3,57.0,4.43,4.46,2.68,561
1.52,Ideal,I,IF,62.2,57.0,7.27,7.33,4.54,10419
0.33,Ideal,H,VS1,62.0,55.0,4.44,4.46,2.76,579
0.33,Ideal,G,VS1,61.5,56.0,4.45,4.48,2.74,699
1.24,Very Good,F,VS2,60.9,60.0,6.96,6.93,4.23,8907
1.02,Ideal,H,SI1,61.7,57.0,6.45,6.48,3.99,5047
0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,626
1.77,Premium,I,VS1,62.2,58.0,7.76,7.68,4.8,13085
1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8902
0.5,Premium,E,SI1,62.3,58.0,5.09,5.15,3.19,1316
1.03,Ideal,E,SI1,58.9,57.0,6.62,6.56,3.88,4873
0.7,Ideal,G,SI1,61.3,56.0,5.73,5.78,3.53,2480
0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658
0.7,Very Good,F,SI1,62.4,58.0,5.64,5.7,3.54,2382
0.51,Ideal,D,VS2,61.0,57.0,5.15,5.18,3.15,1740
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1370
1.57,Premium,I,VS2,62.6,58.0,7.4,7.36,4.62,9847
1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
1.16,Premium,D,SI2,62.5,60.0,6.7,6.64,4.17,5136
0.52,Premium,F,VS2,62.1,59.0,5.12,5.15,3.19,1600
0.3,Ideal,F,VS1,61.6,54.0,4.32,4.35,2.67,621
0.9,Premium,H,VS1,62.1,59.0,6.14,6.09,3.8,4234
0.26,Ideal,E,VVS1,62.0,56.0,4.09,4.13,2.55,599
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,945
2.0,Very Good,H,SI1,62.2,57.0,7.97,8.08,4.99,15745
0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61,608
2.07,Ideal,H,SI2,61.9,55.0,8.15,8.23,5.07,15475
0.3,Very Good,I,SI1,61.2,58.0,4.28,4.31,2.63,405
1.02,Premium,H,VS2,62.4,58.0,6.39,6.43,4.0,5356
0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71,612
1.01,Premium,G,VVS2,61.5,61.0,6.44,6.38,3.94,5963
1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,6290
0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821
0.73,Ideal,E,SI1,62.2,56.0,5.74,5.78,3.58,2791
0.57,Very Good,G,VS2,59.9,54.6,5.43,5.46,3.26,1633
0.3,Ideal,F,VVS1,61.7,56.0,4.33,4.35,2.68,857
0.3,Good,G,VVS2,63.5,56.0,4.29,4.34,2.74,684
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,988
1.23,Premium,E,SI2,62.4,60.0,6.82,6.78,4.24,6172
0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61,2702
1.28,Premium,H,VS2,61.2,60.0,6.99,6.94,4.26,7098
0.58,Ideal,F,SI1,61.4,57.0,5.33,5.38,3.29,1408
0.24,Ideal,E,VVS1,61.4,57.0,3.99,4.03,2.46,678
0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906
1.01,Good,D,VS1,63.1,59.0,6.34,6.37,4.01,7955
1.16,Premium,E,SI1,61.3,60.0,6.7,6.64,4.09,6366
1.02,Premium,H,SI1,62.0,60.0,6.4,6.37,3.96,4884
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,612
0.4,Very Good,D,SI1,63.0,57.0,4.66,4.7,2.95,720
0.53,Ideal,E,VS2,60.0,57.0,5.24,5.3,3.16,1721
0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46,2800
1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,10111
0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33,1784
0.33,Ideal,F,VVS1,61.9,54.0,4.42,4.46,2.75,880
0.32,Ideal,F,VVS1,61.7,56.0,4.42,4.4,2.72,990
0.7,Very Good,E,SI1,62.7,59.0,5.63,5.67,3.54,2753
2.0,Good,I,VS2,64.0,60.0,7.9,7.83,5.04,10640
0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,3181
0.25,Very Good,E,VVS2,62.1,58.0,4.03,4.06,2.51,575
1.01,Good,E,SI2,63.7,58.0,6.36,6.32,4.04,4751
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398
0.35,Very Good,F,VVS1,61.6,56.0,4.53,4.55,2.79,966
0.42,Very Good,E,SI1,61.5,61.0,4.82,4.87,2.98,722
0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
1.24,Premium,F,VS1,58.0,58.0,7.16,7.02,4.11,9930
0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,3618
0.71,Good,E,SI1,59.2,61.0,5.8,5.85,3.45,2651
1.5,Premium,G,SI2,62.1,60.0,7.34,7.28,4.54,7098
0.36,Ideal,H,VS1,61.8,57.0,4.56,4.6,2.83,631
0.7,Ideal,F,SI2,61.4,55.0,5.73,5.77,3.53,2421
1.26,Premium,I,SI2,62.2,58.0,6.98,6.92,4.32,5398
0.55,Very Good,E,VVS2,59.9,58.0,5.29,5.33,3.18,2656
1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8590
0.7,Very Good,H,VS2,63.2,57.0,5.58,5.62,3.54,2137
0.7,Ideal,I,VVS2,62.7,54.0,5.65,5.69,3.55,2487
1.01,Premium,E,SI2,60.6,58.0,6.47,6.53,3.94,4044
0.43,Premium,G,VS2,62.3,58.0,4.81,4.85,3.01,867
0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,554
0.37,Very Good,F,SI1,62.3,59.0,4.57,4.61,2.86,616
0.3,Premium,E,VVS2,61.9,59.0,4.32,4.27,2.66,1013
0.26,Very Good,E,VVS1,63.4,59.0,4.0,4.04,2.55,554
0.74,Ideal,J,VS1,61.2,56.0,5.82,5.87,3.58,1985
0.51,Ideal,I,VS1,62.0,57.0,5.1,5.13,3.17,1376
1.62,Premium,F,SI1,62.6,58.0,7.48,7.53,4.7,13177
2.01,Premium,H,SI1,58.5,58.0,8.3,8.25,4.84,16956
0.32,Ideal,E,VVS2,61.5,56.0,4.43,4.45,2.73,816
1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,4939
0.93,Good,F,SI2,63.4,54.0,6.19,6.24,3.94,3896
1.35,Ideal,I,SI1,62.3,57.0,7.11,7.05,4.41,6199
1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97,4702
0.7,Fair,E,VS2,65.7,55.0,5.45,5.51,3.6,2437
0.32,Ideal,F,VS2,61.1,57.0,4.44,4.47,2.72,645
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,395
0.71,Very Good,G,SI1,64.2,56.0,5.6,5.65,3.61,2072
1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5,4032
1.71,Premium,I,VS1,60.3,62.0,7.76,7.7,4.66,10055
1.28,Good,G,SI2,63.6,57.0,6.78,6.73,4.29,4679
0.4,Premium,D,SI2,62.1,60.0,4.75,4.69,2.93,855
1.5,Premium,F,VS2,61.3,58.0,7.36,7.31,4.5,13506
1.5,Premium,D,SI2,59.9,60.0,7.48,7.41,4.46,10090
1.02,Very Good,E,VS2,63.2,60.0,6.34,6.29,3.99,6580
0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
0.51,Ideal,G,VS1,61.2,55.0,5.15,5.19,3.16,1634
0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
0.32,Very Good,G,VS2,63.1,57.0,4.35,4.3,2.73,720
0.4,Premium,F,VS2,61.0,58.0,4.79,4.72,2.9,1080
1.0,Good,F,VS2,63.8,58.0,6.32,6.28,4.02,6209
0.5,Very Good,F,VS2,62.8,56.0,5.05,5.07,3.18,1436
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2209
0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,3323
1.01,Very Good,H,VS1,60.9,55.0,6.53,6.57,3.99,5687
0.54,Premium,D,VS2,61.5,58.0,5.26,5.21,3.22,1993
1.5,Fair,H,SI1,68.0,59.0,7.12,6.82,4.76,6340
1.01,Premium,G,SI1,60.6,57.0,6.52,6.49,3.94,5006
0.55,Ideal,F,VS2,61.3,55.0,5.29,5.31,3.25,1679
1.51,Ideal,G,VVS2,61.8,57.0,7.31,7.36,4.53,14982
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,14438
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1122
1.5,Fair,D,I1,64.7,62.0,7.19,7.04,4.6,5460
1.0,Good,E,SI1,63.8,55.0,6.34,6.31,4.03,4474
1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
0.51,Premium,D,SI1,61.6,58.0,5.14,5.12,3.16,1687
1.01,Premium,G,VS2,62.5,60.0,6.37,6.31,3.96,5620
0.77,Ideal,I,SI1,61.8,55.0,5.89,5.93,3.65,2475
0.34,Ideal,D,SI1,62.3,57.0,4.44,4.48,2.78,626
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,689
0.3,Ideal,H,IF,62.3,54.0,4.34,4.36,2.71,764
1.52,Premium,H,SI1,60.1,60.0,7.47,7.45,4.48,10330
1.21,Very Good,I,VS1,60.6,60.0,6.89,6.85,4.16,5726
0.3,Very Good,G,VVS1,62.4,59.0,4.25,4.31,2.67,705
0.5,Very Good,F,VVS2,62.7,56.0,5.08,5.03,3.17,1942
0.78,Premium,F,VS1,61.5,58.0,5.93,5.98,3.66,3446
0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
1.01,Very Good,D,SI1,63.2,58.0,6.28,6.34,3.99,5654
1.04,Ideal,H,SI1,61.3,55.0,6.49,6.44,3.96,3984
0.31,Ideal,G,VS1,61.3,55.0,4.39,4.42,2.7,645
0.4,Very Good,E,SI1,61.4,58.0,4.77,4.81,2.94,687
0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,439
1.19,Very Good,H,VS1,62.4,59.0,6.73,6.79,4.22,7147
1.73,Very Good,J,VS2,60.9,59.0,7.72,7.76,4.71,9510
0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
1.04,Fair,D,SI2,64.9,56.0,6.39,6.34,4.13,4398
1.24,Premium,G,VVS2,59.9,60.0,6.98,7.0,4.19,10202
0.56,Ideal,G,VS1,62.2,55.0,5.27,5.31,3.29,1819
1.13,Ideal,I,SI2,62.0,55.0,6.68,6.7,4.15,5378
1.2,Ideal,I,SI1,62.4,57.0,6.75,6.8,4.23,5535
0.44,Ideal,D,VS1,62.3,55.0,4.84,4.88,3.03,1235
1.01,Very Good,F,VS2,59.4,61.0,6.48,6.51,3.86,6288
0.23,Very Good,D,VVS2,62.0,58.0,3.94,3.96,2.45,530
0.58,Ideal,G,VS1,60.1,55.0,5.44,5.4,3.26,1830
0.82,Very Good,H,SI1,60.7,56.0,6.04,6.06,3.67,2836
1.03,Ideal,F,VS1,61.5,56.0,6.47,6.53,4.0,7906
1.13,Very Good,G,SI1,63.1,58.0,6.65,6.59,4.18,5526
1.23,Ideal,I,SI1,61.1,58.0,6.86,6.91,4.21,6183
0.31,Ideal,F,VVS1,62.1,56.0,4.38,4.35,2.71,959
0.5,Ideal,G,SI2,62.1,55.0,5.12,5.15,3.19,1074
0.39,Very Good,G,SI1,61.7,57.0,4.77,4.7,2.92,684
0.34,Premium,H,SI1,62.1,59.0,4.5,4.46,2.78,612
2.09,Ideal,I,VS2,62.5,56.0,8.13,8.17,5.1,17999
0.82,Very Good,G,SI2,62.5,56.0,5.99,6.04,3.76,2893
0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,2467
0.31,Ideal,G,SI1,61.7,54.0,4.38,4.4,2.71,446
0.73,Ideal,F,SI1,59.6,57.0,5.88,5.86,3.5,2527
0.3,Ideal,E,VVS2,62.4,54.0,4.31,4.34,2.7,742
1.5,Ideal,F,SI1,62.0,60.0,7.32,7.29,4.53,12466
0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,669
0.53,Ideal,H,VS2,62.4,56.0,5.17,5.18,3.23,1314
1.2,Ideal,I,VVS2,61.5,57.0,6.91,6.82,4.22,6581
0.31,Ideal,E,VS2,61.8,54.0,4.37,4.34,2.69,872
0.41,Premium,D,VVS2,61.2,62.0,4.82,4.78,2.94,1356
0.91,Very Good,F,SI1,62.3,58.0,6.14,6.19,3.84,4785
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4377
1.08,Ideal,G,SI2,62.7,54.0,6.63,6.57,4.14,3825
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1040
1.13,Ideal,F,VS2,60.1,56.0,6.76,6.84,4.09,8157
0.91,Fair,H,SI2,65.7,60.0,6.03,5.99,3.95,2763
0.9,Premium,E,SI2,61.6,59.0,6.26,6.18,3.83,3856
0.36,Very Good,E,VVS1,61.4,56.0,4.6,4.62,2.83,1140
1.02,Ideal,D,SI1,62.3,56.0,6.49,6.45,4.03,5266
0.71,Very Good,G,SI1,63.3,57.0,5.65,5.6,3.56,2482
1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
0.41,Ideal,E,VVS1,60.7,57.0,4.85,4.8,2.93,1431
2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,15322
0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,555
1.03,Ideal,H,SI1,62.0,56.0,6.43,6.5,4.01,4900
0.53,Ideal,E,VS1,60.9,57.0,5.25,5.19,3.18,1827
1.51,Very Good,F,SI1,62.4,55.0,7.28,7.34,4.56,11190
1.04,Premium,H,SI1,61.0,58.0,6.54,6.6,4.01,4999
0.32,Premium,E,VVS1,60.8,58.0,4.41,4.38,2.67,1020
1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
0.53,Premium,H,VS1,62.3,58.0,5.17,5.13,3.21,1607
1.22,Premium,G,SI1,61.8,58.0,6.88,6.82,4.23,6777
0.72,Premium,F,VVS2,61.1,58.0,5.78,5.84,3.55,3250
0.36,Ideal,G,VS1,62.9,57.0,4.6,4.56,2.88,932
0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97,905
1.71,Good,D,SI1,64.1,59.0,7.51,7.46,4.8,14426
1.52,Ideal,F,SI2,62.5,57.0,7.36,7.32,4.59,9533
0.52,Premium,D,VS2,61.8,58.0,5.15,5.2,3.2,1774
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4759
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3955
0.51,Premium,G,SI1,61.4,58.0,5.17,5.14,3.16,1071
2.01,Fair,I,I1,67.4,58.0,7.71,7.64,5.17,5696
1.03,Very Good,E,SI2,62.1,59.0,6.43,6.46,4.0,4668
0.3,Ideal,G,VVS2,61.8,56.0,4.31,4.33,2.67,665
0.93,Good,F,SI2,61.3,62.0,6.17,6.26,3.81,3376
0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080
0.43,Premium,E,VVS2,60.8,57.0,4.92,4.89,2.98,1304
0.31,Premium,G,SI1,58.8,62.0,4.42,4.39,2.59,593
0.78,Ideal,J,SI1,61.1,56.0,5.95,5.97,3.64,2169
1.03,Good,D,SI1,57.7,62.0,6.63,6.65,3.83,5526
0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,573
1.0,Premium,G,VVS2,62.8,59.0,6.43,6.38,4.02,7840
0.52,Ideal,G,VS1,62.8,55.0,5.16,5.13,3.23,1694
0.9,Fair,H,VS2,65.6,55.0,6.01,5.97,3.93,3375
1.12,Ideal,G,VVS2,62.1,54.8,6.64,6.66,4.13,8701
0.28,Ideal,H,VS1,61.8,57.0,4.2,4.22,2.6,497
0.66,Very Good,E,VS1,61.0,57.8,5.64,5.69,3.45,2618
0.71,Ideal,F,SI2,61.6,57.0,5.72,5.75,3.53,2386
0.3,Ideal,G,VVS2,62.0,57.0,4.29,4.32,2.67,684
0.9,Very Good,J,VS2,63.1,59.0,6.09,6.05,3.83,3024
1.11,Ideal,E,SI2,60.6,56.0,6.76,6.78,4.1,5962
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7812
0.7,Very Good,F,SI2,60.9,58.0,5.7,5.77,3.49,1940
0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
0.65,Ideal,E,VVS2,62.1,57.0,5.55,5.6,3.46,3023
